,ano,casa,visitante,gols_casa,gols_visitante,torneio,cidade,pais,neutro,vencedor,vencedor_m,total_gols
27810,2005,Ecuador,Paraguay,5,2,FIFA World Cup qualification,Quito,Ecuador,False,Ecuador,casa,7
27811,2005,Egypt,Libya,4,1,FIFA World Cup qualification,Cairo,Egypt,False,Egypt,casa,5
27812,2005,Ivory Coast,Benin,3,0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,Ivory Coast,casa,3
27813,2005,Mali,Togo,1,2,FIFA World Cup qualification,Bamako,Mali,False,Togo,visitante,3
27814,2005,Mexico,United States,2,1,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,casa,3
27815,2005,Zimbabwe,Angola,2,0,FIFA World Cup qualification,Harare,Zimbabwe,False,Zimbabwe,casa,2
27816,2005,Australia,Indonesia,3,0,Friendly,Perth,Australia,False,Australia,casa,3
27817,2005,Bolivia,Venezuela,3,1,FIFA World Cup qualification,La Paz,Bolivia,False,Bolivia,casa,4
27818,2005,Republic of Ireland,China PR,1,0,Friendly,Dublin,Republic of Ireland,False,Republic of Ireland,casa,1
27819,2005,Andorra,Czech Republic,0,4,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,False,Czech Republic,visitante,4
27820,2005,Argentina,Colombia,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,Argentina,casa,1
27821,2005,Austria,Wales,1,0,FIFA World Cup qualification,Vienna,Austria,False,Austria,casa,1
27823,2005,Croatia,Malta,3,0,FIFA World Cup qualification,Zagreb,Croatia,False,Croatia,casa,3
27824,2005,England,Azerbaijan,2,0,FIFA World Cup qualification,Newcastle,England,False,England,casa,2
27826,2005,Georgia,Turkey,2,5,FIFA World Cup qualification,Tbilisi,Georgia,False,Turkey,visitante,7
27827,2005,Greece,Albania,2,0,FIFA World Cup qualification,Piraeus,Greece,False,Greece,casa,2
27831,2005,Japan,Bahrain,1,0,FIFA World Cup qualification,Saitama,Japan,False,Japan,casa,1
27832,2005,North Korea,Iran,0,2,FIFA World Cup qualification,Pyongyang,North Korea,False,Iran,visitante,2
27833,2005,South Korea,Uzbekistan,2,1,FIFA World Cup qualification,Seoul,South Korea,False,South Korea,casa,3
27835,2005,Latvia,Luxembourg,4,0,FIFA World Cup qualification,Riga,Latvia,False,Latvia,casa,4
27836,2005,North Macedonia,Romania,1,2,FIFA World Cup qualification,Skopje,North Macedonia,False,Romania,visitante,3
27838,2005,Netherlands,Armenia,2,0,FIFA World Cup qualification,Eindhoven,Netherlands,False,Netherlands,casa,2
27840,2005,Paraguay,Chile,2,1,FIFA World Cup qualification,Asunción,Paraguay,False,Paraguay,casa,3
27842,2005,Poland,Northern Ireland,1,0,FIFA World Cup qualification,Warsaw,Poland,False,Poland,casa,1
27843,2005,San Marino,Belgium,1,2,FIFA World Cup qualification,Serravalle,San Marino,False,Belgium,visitante,3
27847,2005,Switzerland,Cyprus,1,0,FIFA World Cup qualification,Zürich,Switzerland,False,Switzerland,casa,1
27849,2005,Ukraine,Denmark,1,0,FIFA World Cup qualification,Kyiv,Ukraine,False,Ukraine,casa,1
27851,2005,United States,Guatemala,2,0,FIFA World Cup qualification,Birmingham,United States,False,United States,casa,2
27852,2005,Mozambique,Zimbabwe,0,3,COSAFA Cup,Windhoek,Namibia,True,Zimbabwe,visitante,3
27854,2005,Botswana,Zimbabwe,0,2,COSAFA Cup,Windhoek,Namibia,True,Zimbabwe,visitante,2
27855,2005,Estonia,Norway,1,2,Friendly,Tallinn,Estonia,False,Norway,visitante,3
27856,2005,Guatemala,Jamaica,0,1,Friendly,Atlanta,United States,True,Jamaica,visitante,1
27857,2005,Brazil,Guatemala,3,0,Friendly,São Paulo,Brazil,False,Brazil,casa,3
27860,2005,Ecuador,Paraguay,1,0,Friendly,East Rutherford,United States,True,Ecuador,casa,1
27862,2005,Lithuania,Latvia,2,0,Baltic Cup,Kaunas,Lithuania,False,Lithuania,casa,2
27863,2005,Japan,Peru,0,1,Kirin Cup,Niigata,Japan,False,Peru,visitante,1
27864,2005,Sudan,Chad,4,1,Friendly,Khartoum,Sudan,False,Sudan,casa,5
27865,2005,Norway,Costa Rica,1,0,Friendly,Oslo,Norway,False,Norway,casa,1
27867,2005,Trinidad and Tobago,Bermuda,4,0,Friendly,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,casa,4
27869,2005,Gibraltar,Monaco,4,0,Friendly,Gibraltar,Gibraltar,False,Gibraltar,casa,4
27870,2005,Japan,United Arab Emirates,0,1,Kirin Cup,Tokyo,Japan,False,United Arab Emirates,visitante,1
27871,2005,Kuwait,Egypt,0,1,Friendly,Kuwait City,Kuwait,False,Egypt,visitante,1
27875,2005,Trinidad and Tobago,Bermuda,1,0,Friendly,San Fernando,Trinidad and Tobago,False,Trinidad and Tobago,casa,1
27876,2005,Tunisia,Angola,4,1,Friendly,Tunis,Tunisia,False,Tunisia,casa,5
27877,2005,United States,England,1,2,Friendly,Chicago,United States,False,England,visitante,3
27878,2005,Hong Kong,Macau,8,1,Friendly,Victoria,Hong Kong,False,Hong Kong,casa,9
27879,2005,Iran,Azerbaijan,2,1,Friendly,Tehran,Iran,False,Iran,casa,3
27880,2005,Poland,Albania,1,0,Friendly,Szczecin,Poland,False,Poland,casa,1
27881,2005,Togo,Burkina Faso,1,0,Friendly,Lomé,Togo,False,Togo,casa,1
27882,2005,Colombia,England,2,3,Friendly,East Rutherford,United States,True,England,visitante,5
27883,2005,France,Hungary,2,1,Friendly,Metz,France,False,France,casa,3
27884,2005,Gabon,Zambia,0,1,Friendly,Johannesburg,South Africa,True,Zambia,visitante,1
27885,2005,Lesotho,Eswatini,3,4,Friendly,Maseru,Lesotho,False,Eswatini,visitante,7
27886,2005,Finland,Denmark,0,1,Friendly,Tampere,Finland,False,Denmark,visitante,1
27887,2005,Bahrain,Japan,0,1,FIFA World Cup qualification,Riffa,Bahrain,False,Japan,visitante,1
27888,2005,Iran,North Korea,1,0,FIFA World Cup qualification,Tehran,Iran,False,Iran,casa,1
27890,2005,Saudi Arabia,Kuwait,3,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,Saudi Arabia,casa,3
27892,2005,Albania,Georgia,3,2,FIFA World Cup qualification,Tirana,Albania,False,Albania,casa,5
27893,2005,Armenia,North Macedonia,1,2,FIFA World Cup qualification,Yerevan,Armenia,False,North Macedonia,visitante,3
27894,2005,Azerbaijan,Poland,0,3,FIFA World Cup qualification,Baku,Azerbaijan,False,Poland,visitante,3
27896,2005,Benin,Cameroon,1,4,FIFA World Cup qualification,Cotonou,Benin,False,Cameroon,visitante,5
27897,2005,Botswana,Tunisia,1,3,FIFA World Cup qualification,Gaborone,Botswana,False,Tunisia,visitante,4
27898,2005,Bulgaria,Croatia,1,3,FIFA World Cup qualification,Sofia,Bulgaria,False,Croatia,visitante,4
27899,2005,Cape Verde,South Africa,1,2,FIFA World Cup qualification,Praia,Cape Verde,False,South Africa,visitante,3
27900,2005,Chile,Bolivia,3,1,FIFA World Cup qualification,Santiago,Chile,False,Chile,casa,4
27901,2005,Colombia,Peru,5,0,FIFA World Cup qualification,Barranquilla,Colombia,False,Colombia,casa,5
27902,2005,Czech Republic,Andorra,8,1,FIFA World Cup qualification,Liberec,Czech Republic,False,Czech Republic,casa,9
27903,2005,Ecuador,Argentina,2,0,FIFA World Cup qualification,Quito,Ecuador,False,Ecuador,casa,2
27904,2005,Estonia,Liechtenstein,2,0,FIFA World Cup qualification,Tallinn,Estonia,False,Estonia,casa,2
27905,2005,Faroe Islands,Switzerland,1,3,FIFA World Cup qualification,Toftir,Faroe Islands,False,Switzerland,visitante,4
27906,2005,Guatemala,Mexico,0,2,FIFA World Cup qualification,Guatemala,Guatemala,False,Mexico,visitante,2
27907,2005,Iceland,Hungary,2,3,FIFA World Cup qualification,Reykjavík,Iceland,False,Hungary,visitante,5
27910,2005,Morocco,Malawi,4,1,FIFA World Cup qualification,Rabat,Morocco,False,Morocco,casa,5
27911,2005,Netherlands,Romania,2,0,FIFA World Cup qualification,Rotterdam,Netherlands,False,Netherlands,casa,2
27912,2005,Northern Ireland,Germany,1,4,Friendly,Belfast,Northern Ireland,False,Germany,visitante,5
27914,2005,Portugal,Slovakia,2,0,FIFA World Cup qualification,Lisbon,Portugal,False,Portugal,casa,2
27915,2005,Russia,Latvia,2,0,FIFA World Cup qualification,Saint Petersburg,Russia,False,Russia,casa,2
27916,2005,San Marino,Bosnia and Herzegovina,1,3,FIFA World Cup qualification,Serravalle,San Marino,False,Bosnia and Herzegovina,visitante,4
27917,2005,Scotland,Moldova,2,0,FIFA World Cup qualification,Glasgow,Scotland,False,Scotland,casa,2
27919,2005,Singapore,Malaysia,2,0,Friendly,Singapore,Singapore,False,Singapore,casa,2
27920,2005,Spain,Lithuania,1,0,FIFA World Cup qualification,Valencia,Spain,False,Spain,casa,1
27921,2005,Sweden,Malta,6,0,FIFA World Cup qualification,Gothenburg,Sweden,False,Sweden,casa,6
27922,2005,Trinidad and Tobago,Panama,2,0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,casa,2
27924,2005,Ukraine,Kazakhstan,2,0,FIFA World Cup qualification,Kyiv,Ukraine,False,Ukraine,casa,2
27925,2005,United States,Costa Rica,3,0,FIFA World Cup qualification,Salt Lake City,United States,False,United States,casa,3
27927,2005,Angola,Algeria,2,1,FIFA World Cup qualification,Luanda,Angola,False,Angola,casa,3
27928,2005,Brazil,Paraguay,4,1,FIFA World Cup qualification,Porto Alegre,Brazil,False,Brazil,casa,5
27930,2005,DR Congo,Uganda,4,0,FIFA World Cup qualification,Kinshasa,DR Congo,False,DR Congo,casa,4
27931,2005,Egypt,Sudan,6,1,FIFA World Cup qualification,Cairo,Egypt,False,Egypt,casa,7
27932,2005,Ghana,Burkina Faso,2,1,FIFA World Cup qualification,Kumasi,Ghana,False,Ghana,casa,3
27933,2005,Guinea,Kenya,1,0,FIFA World Cup qualification,Conakry,Guinea,False,Guinea,casa,1
27934,2005,Mali,Liberia,4,1,FIFA World Cup qualification,Ségou,Mali,False,Mali,casa,5
27936,2005,Togo,Zambia,4,1,FIFA World Cup qualification,Lomé,Togo,False,Togo,casa,5
27937,2005,Zimbabwe,Gabon,1,0,FIFA World Cup qualification,Harare,Zimbabwe,False,Zimbabwe,casa,1
27939,2005,Argentina,Brazil,3,1,FIFA World Cup qualification,Buenos Aires,Argentina,False,Argentina,casa,4
27941,2005,Chile,Venezuela,2,1,FIFA World Cup qualification,Santiago,Chile,False,Chile,casa,3
27942,2005,Colombia,Ecuador,3,0,FIFA World Cup qualification,Barranquilla,Colombia,False,Colombia,casa,3
27943,2005,Costa Rica,Guatemala,3,2,FIFA World Cup qualification,San José,Costa Rica,False,Costa Rica,casa,5
27944,2005,Czech Republic,North Macedonia,6,1,FIFA World Cup qualification,Teplice,Czech Republic,False,Czech Republic,casa,7
27945,2005,Denmark,Albania,3,1,FIFA World Cup qualification,Copenhagen,Denmark,False,Denmark,casa,4
27946,2005,Estonia,Portugal,0,1,FIFA World Cup qualification,Tallinn,Estonia,False,Portugal,visitante,1
27947,2005,Faroe Islands,Republic of Ireland,0,2,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,Republic of Ireland,visitante,2
27948,2005,Finland,Netherlands,0,4,FIFA World Cup qualification,Helsinki,Finland,False,Netherlands,visitante,4
27950,2005,Greece,Ukraine,0,1,FIFA World Cup qualification,Piraeus,Greece,False,Ukraine,visitante,1
27951,2005,Iceland,Malta,4,1,FIFA World Cup qualification,Reykjavík,Iceland,False,Iceland,casa,5
27952,2005,Iran,Bahrain,1,0,FIFA World Cup qualification,Tehran,Iran,False,Iran,casa,1
27954,2005,Jordan,Iraq,0,1,Friendly,Amman,Jordan,False,Iraq,visitante,1
27955,2005,Kazakhstan,Turkey,0,6,FIFA World Cup qualification,Almaty,Kazakhstan,False,Turkey,visitante,6
27956,2005,North Korea,Japan,0,2,FIFA World Cup qualification,Bangkok,Thailand,True,Japan,visitante,2
27957,2005,Kuwait,South Korea,0,4,FIFA World Cup qualification,Kuwait City,Kuwait,False,South Korea,visitante,4
27958,2005,Latvia,Liechtenstein,1,0,FIFA World Cup qualification,Riga,Latvia,False,Latvia,casa,1
27959,2005,Luxembourg,Slovakia,0,4,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Slovakia,visitante,4
27960,2005,Malaysia,Singapore,1,2,Friendly,George Town,Malaysia,False,Singapore,visitante,3
27961,2005,Mexico,Trinidad and Tobago,2,0,FIFA World Cup qualification,Monterrey,Mexico,False,Mexico,casa,2
27962,2005,Panama,United States,0,3,FIFA World Cup qualification,Panama City,Panama,False,United States,visitante,3
27963,2005,Paraguay,Bolivia,4,1,FIFA World Cup qualification,Asunción,Paraguay,False,Paraguay,casa,5
27964,2005,Romania,Armenia,3,0,FIFA World Cup qualification,Constanţa,Romania,False,Romania,casa,3
27965,2005,Saudi Arabia,Uzbekistan,3,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,Saudi Arabia,casa,3
27967,2005,Sweden,Norway,2,3,Friendly,Solna,Sweden,False,Norway,visitante,5
27968,2005,Australia,New Zealand,1,0,Friendly,London,England,True,Australia,casa,1
27969,2005,Gambia,Guinea,2,3,Friendly,Freetown,Sierra Leone,True,Guinea,visitante,5
27970,2005,Sierra Leone,Liberia,2,0,Friendly,Freetown,Sierra Leone,False,Sierra Leone,casa,2
27972,2005,Lesotho,Malawi,1,2,COSAFA Cup,Lusaka,Zambia,True,Malawi,visitante,3
27973,2005,Tunisia,Guinea,2,0,FIFA World Cup qualification,Radès,Tunisia,False,Tunisia,casa,2
27974,2005,Zambia,Eswatini,3,0,COSAFA Cup,Lusaka,Zambia,False,Zambia,casa,3
27975,2005,Algeria,Mali,0,3,Friendly,Arles,France,True,Mali,visitante,3
27977,2005,Sierra Leone,Gambia,1,0,Friendly,Freetown,Sierra Leone,False,Sierra Leone,casa,1
27978,2005,Zambia,Malawi,2,1,COSAFA Cup,Lusaka,Zambia,False,Zambia,casa,3
27979,2005,Sierra Leone,Guinea,2,0,Friendly,Freetown,Sierra Leone,False,Sierra Leone,casa,2
27980,2005,Argentina,Tunisia,2,1,Confederations Cup,Cologne,Germany,True,Argentina,casa,3
27981,2005,Germany,Australia,4,3,Confederations Cup,Frankfurt am Main,Germany,False,Germany,casa,7
27982,2005,Brazil,Greece,3,0,Confederations Cup,Leipzig,Germany,True,Brazil,casa,3
27983,2005,Japan,Mexico,1,2,Confederations Cup,Hanover,Germany,True,Mexico,visitante,3
27984,2005,Pakistan,India,0,1,Friendly,Peshawar,Pakistan,False,India,visitante,1
27985,2005,Australia,Argentina,2,4,Confederations Cup,Nuremberg,Germany,True,Argentina,visitante,6
27986,2005,Burkina Faso,DR Congo,2,0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,False,Burkina Faso,casa,2
27987,2005,Gabon,Rwanda,3,0,FIFA World Cup qualification,Libreville,Gabon,False,Gabon,casa,3
27988,2005,Germany,Tunisia,3,0,Confederations Cup,Cologne,Germany,False,Germany,casa,3
27990,2005,Malawi,Botswana,1,3,FIFA World Cup qualification,Blantyre,Malawi,False,Botswana,visitante,4
27992,2005,Pakistan,India,3,0,Friendly,Lahore,Pakistan,False,Pakistan,casa,3
27994,2005,South Africa,Ghana,0,2,FIFA World Cup qualification,Johannesburg,South Africa,False,Ghana,visitante,2
27995,2005,Uganda,Cape Verde,1,0,FIFA World Cup qualification,Kampala,Uganda,False,Uganda,casa,1
27996,2005,Zambia,Mali,2,1,FIFA World Cup qualification,Chililabombwe,Zambia,False,Zambia,casa,3
27998,2005,Cameroon,Libya,1,0,FIFA World Cup qualification,Yaoundé,Cameroon,False,Cameroon,casa,1
28000,2005,Greece,Japan,0,1,Confederations Cup,Frankfurt am Main,Germany,True,Japan,visitante,1
28001,2005,Ivory Coast,Egypt,2,0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,Ivory Coast,casa,2
28002,2005,Liberia,Congo,0,2,FIFA World Cup qualification,Paynesville,Liberia,False,Congo,visitante,2
28003,2005,Mexico,Brazil,1,0,Confederations Cup,Hanover,Germany,True,Mexico,casa,1
28004,2005,Australia,Tunisia,0,2,Confederations Cup,Leipzig,Germany,True,Tunisia,visitante,2
28006,2005,China PR,Costa Rica,2,0,Friendly,Guangzhou,China PR,False,China PR,casa,2
28009,2005,Germany,Brazil,2,3,Confederations Cup,Nuremberg,Germany,False,Brazil,visitante,5
28011,2005,Mozambique,Lesotho,1,0,Friendly,Maputo,Mozambique,False,Mozambique,casa,1
28012,2005,Brazil,Argentina,4,1,Confederations Cup,Frankfurt am Main,Germany,True,Brazil,casa,5
28013,2005,Germany,Mexico,4,3,Confederations Cup,Leipzig,Germany,False,Germany,casa,7
28015,2005,Canada,Honduras,1,2,Friendly,Burnaby,Canada,False,Honduras,visitante,3
28016,2005,Colombia,Panama,0,1,Gold Cup,Miami,United States,True,Panama,visitante,1
28018,2005,Canada,Costa Rica,0,1,Gold Cup,Seattle,United States,True,Costa Rica,visitante,1
28019,2005,United States,Cuba,4,1,Gold Cup,Seattle,United States,False,United States,casa,5
28020,2005,Guatemala,Jamaica,3,4,Gold Cup,Carson,United States,True,Jamaica,visitante,7
28021,2005,South Africa,Mexico,2,1,Gold Cup,Carson,United States,True,South Africa,casa,3
28022,2005,Costa Rica,Cuba,3,1,Gold Cup,Seattle,United States,True,Costa Rica,casa,4
28023,2005,United States,Canada,2,0,Gold Cup,Seattle,United States,False,United States,casa,2
28024,2005,Honduras,Colombia,2,1,Gold Cup,Miami,United States,True,Honduras,casa,3
28026,2005,Mexico,Guatemala,4,0,Gold Cup,Los Angeles,United States,True,Mexico,casa,4
28028,2005,Saare County,Åland Islands,2,1,Island Games,Shetland,Scotland,True,Saare County,casa,3
28029,2005,Shetland,Falkland Islands,4,0,Island Games,Shetland,Scotland,False,Shetland,casa,4
28030,2005,Guernsey,Orkney,3,0,Island Games,Shetland,Scotland,True,Guernsey,casa,3
28032,2005,Shetland,Åland Islands,3,1,Island Games,Shetland,Scotland,False,Shetland,casa,4
28034,2005,Orkney,Greenland,1,2,Island Games,Shetland,Scotland,True,Greenland,visitante,3
28035,2005,Guernsey,Western Isles,2,1,Island Games,Shetland,Scotland,True,Guernsey,casa,3
28036,2005,Canada,Cuba,2,1,Gold Cup,Foxborough,United States,True,Canada,casa,3
28037,2005,Colombia,Trinidad and Tobago,2,0,Gold Cup,Miami,United States,True,Colombia,casa,2
28038,2005,Honduras,Panama,1,0,Gold Cup,Miami,United States,True,Honduras,casa,1
28040,2005,Saare County,Falkland Islands,1,2,Island Games,Shetland,Scotland,True,Falkland Islands,visitante,3
28041,2005,Åland Islands,Isle of Man,0,1,Island Games,Shetland,Scotland,True,Isle of Man,visitante,1
28042,2005,Orkney,Ynys Môn,0,2,Island Games,Shetland,Scotland,True,Ynys Môn,visitante,2
28045,2005,Mexico,Jamaica,1,0,Gold Cup,Houston,United States,True,Mexico,casa,1
28047,2005,Falkland Islands,Isle of Man,0,9,Island Games,Shetland,Scotland,True,Isle of Man,visitante,9
28049,2005,Greenland,Guernsey,0,6,Island Games,Shetland,Scotland,True,Guernsey,visitante,6
28050,2005,Shetland,Isle of Man,0,1,Island Games,Shetland,Scotland,False,Isle of Man,visitante,1
28051,2005,Åland Islands,Falkland Islands,2,1,Island Games,Shetland,Scotland,True,Åland Islands,casa,3
28052,2005,Guernsey,Ynys Môn,3,0,Island Games,Shetland,Scotland,True,Guernsey,casa,3
28053,2005,Western Isles,Orkney,5,4,Island Games,Shetland,Scotland,True,Western Isles,casa,9
28054,2005,Orkney,Falkland Islands,2,0,Island Games,Shetland,Scotland,True,Orkney,casa,2
28055,2005,Åland Islands,Greenland,3,2,Island Games,Shetland,Scotland,True,Åland Islands,casa,5
28056,2005,Ynys Môn,Saare County,3,2,Island Games,Shetland,Scotland,True,Ynys Môn,casa,5
28057,2005,Western Isles,Isle of Man,4,0,Island Games,Shetland,Scotland,True,Western Isles,casa,4
28058,2005,Shetland,Guernsey,2,0,Island Games,Shetland,Scotland,False,Shetland,casa,2
28059,2005,Honduras,Costa Rica,3,2,Gold Cup,Foxborough,United States,True,Honduras,casa,5
28060,2005,United States,Jamaica,3,1,Gold Cup,Foxborough,United States,False,United States,casa,4
28061,2005,Mexico,Colombia,1,2,Gold Cup,Houston,United States,True,Colombia,visitante,3
28063,2005,Colombia,Panama,2,3,Gold Cup,East Rutherford,United States,True,Panama,visitante,5
28064,2005,United States,Honduras,2,1,Gold Cup,East Rutherford,United States,False,United States,casa,3
28068,2005,North Korea,Japan,1,0,EAFF Championship,Daejeon,South Korea,True,North Korea,casa,1
28070,2005,Bahrain,Turkmenistan,5,0,Friendly,Manama,Bahrain,False,Bahrain,casa,5
28074,2005,China PR,North Korea,2,0,EAFF Championship,Daegu,South Korea,True,China PR,casa,2
28075,2005,South Korea,Japan,0,1,EAFF Championship,Daegu,South Korea,False,Japan,visitante,1
28078,2005,Fiji,India,1,0,Friendly,Lautoka,Fiji,False,Fiji,casa,1
28079,2005,Angola,Zimbabwe,1,2,COSAFA Cup,Mafikeng,South Africa,True,Zimbabwe,visitante,3
28080,2005,Cyprus,Iraq,2,1,Friendly,Limassol,Cyprus,False,Cyprus,casa,3
28082,2005,Fiji,India,2,1,Friendly,Suva,Fiji,False,Fiji,casa,3
28083,2005,South Korea,North Korea,3,0,Friendly,Seoul,South Korea,False,South Korea,casa,3
28084,2005,Zambia,Zimbabwe,0,1,COSAFA Cup,Mafikeng,South Africa,True,Zimbabwe,visitante,1
28085,2005,Poland,Serbia,3,2,Friendly,Kyiv,Ukraine,True,Poland,casa,5
28087,2005,DR Congo,Guinea,3,1,Friendly,Colombes,France,True,DR Congo,casa,4
28088,2005,Albania,Azerbaijan,2,1,Friendly,Tirana,Albania,False,Albania,casa,3
28089,2005,Angola,Cape Verde,2,1,Friendly,Lisbon,Portugal,True,Angola,casa,3
28091,2005,Bahrain,North Korea,2,3,FIFA World Cup qualification,Riffa,Bahrain,False,North Korea,visitante,5
28092,2005,Belgium,Greece,2,0,Friendly,Brussels,Belgium,False,Belgium,casa,2
28093,2005,Bulgaria,Turkey,3,1,Friendly,Sofia,Bulgaria,False,Bulgaria,casa,4
28095,2005,Denmark,England,4,1,Friendly,Copenhagen,Denmark,False,Denmark,casa,5
28096,2005,Ecuador,Venezuela,3,1,Friendly,Loja,Ecuador,False,Ecuador,casa,4
28097,2005,Estonia,Bosnia and Herzegovina,1,0,Friendly,Tallinn,Estonia,False,Estonia,casa,1
28098,2005,Faroe Islands,Cyprus,0,3,FIFA World Cup qualification,Toftir,Faroe Islands,False,Cyprus,visitante,3
28099,2005,France,Ivory Coast,3,0,Friendly,Montpellier,France,False,France,casa,3
28100,2005,Guatemala,Panama,2,1,FIFA World Cup qualification,Guatemala,Guatemala,False,Guatemala,casa,3
28101,2005,Hungary,Argentina,1,2,Friendly,Budapest,Hungary,False,Argentina,visitante,3
28102,2005,Iceland,South Africa,4,1,Friendly,Reykjavík,Iceland,False,Iceland,casa,5
28103,2005,Republic of Ireland,Italy,1,2,Friendly,Dublin,Republic of Ireland,False,Italy,visitante,3
28104,2005,Japan,Iran,2,1,FIFA World Cup qualification,Yokohama,Japan,False,Japan,casa,3
28106,2005,Kazakhstan,Georgia,1,2,FIFA World Cup qualification,Almaty,Kazakhstan,False,Georgia,visitante,3
28107,2005,South Korea,Saudi Arabia,0,1,FIFA World Cup qualification,Seoul,South Korea,False,Saudi Arabia,visitante,1
28109,2005,Libya,Nigeria,0,1,Friendly,Tripoli,Libya,False,Nigeria,visitante,1
28111,2005,Lithuania,Belarus,1,0,Friendly,Vilnius,Lithuania,False,Lithuania,casa,1
